2015-09-06T00:00:01+03:00,11.46,0.20,0.00,0.03,18,0,0,0,0,0,0,0
2015-09-06T00:01:01+03:00,11.43,0.15,0.00,0.03,17,0,0,0,0,0,0,0
2015-09-06T00:02:02+03:00,11.50,0.20,0.00,0.03,18,0,0,0,0,0,0,0
2015-09-06T00:03:01+03:00,11.46,0.20,0.00,0.03,18,0,0,0,0,0,0,0
2015-09-06T00:04:01+03:00,11.48,0.20,0.00,0.04,18,0,0,0,0,0,0,0
2015-09-06T00:05:01+03:00,11.43,0.15,0.00,0.02,18,0,0,0,0,0,0,0
2015-09-06T00:06:01+03:00,11.46,0.15,0.00,0.03,17,0,0,0,0,0,0,0
2015-09-06T00:07:02+03:00,11.48,0.20,0.00,0.01,18,0,0,0,0,0,0,0
2015-09-06T00:08:01+03:00,11.50,0.20,0.00,0.00,18,0,0,0,0,0,0,0
2015-09-06T00:09:01+03:00,11.46,0.20,0.00,0.04,18,0,0,0,0,0,0,0
2015-09-06T00:10:01+03:00,11.46,0.15,0.00,0.01,17,0,0,0,0,0,0,0
2015-09-06T00:11:02+03:00,11.46,0.25,0.00,0.04,18,0,0,0,0,0,0,0
2015-09-06T00:12:01+03:00,11.46,0.25,0.00,0.04,18,0,0,0,0,0,0,0
2015-09-06T00:13:02+03:00,11.43,0.10,0.00,0.02,17,0,0,0,0,0,0,0
2015-09-06T00:14:01+03:00,11.46,0.10,0.00,0.03,17,0,0,0,0,0,0,0
2015-09-06T00:15:02+03:00,11.43,0.20,0.00,0.04,17,0,0,0,0,0,0,0
2015-09-06T00:16:02+03:00,11.46,0.25,0.00,0.03,17,0,0,0,0,0,0,0
2015-09-06T00:17:01+03:00,11.46,0.20,0.00,0.05,17,0,0,0,0,0,0,0
2015-09-06T00:18:01+03:00,11.46,0.20,0.00,0.01,17,0,0,0,0,0,0,0
2015-09-06T00:19:01+03:00,11.46,0.25,0.00,0.03,17,0,0,0,0,0,0,0
2015-09-06T00:20:01+03:00,11.46,0.20,0.00,0.04,17,0,0,0,0,0,0,0
2015-09-06T00:21:02+03:00,11.48,0.30,0.00,0.03,18,0,0,0,0,0,0,0
2015-09-06T00:22:01+03:00,11.46,0.30,0.00,0.01,17,0,0,0,0,0,0,0
2015-09-06T00:23:01+03:00,11.46,0.30,0.00,0.00,17,0,0,0,0,0,0,0
2015-09-06T00:24:01+03:00,11.43,0.20,0.00,0.02,17,0,0,0,0,0,0,0
2015-09-06T00:25:02+03:00,11.46,0.30,0.00,0.04,17,0,0,0,0,0,0,0
2015-09-06T00:26:01+03:00,11.48,0.20,0.00,0.03,17,0,0,0,0,0,0,0
